ID,Sort,Ward,Precinct,Precinct Code,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,Shape_Area,% Geography,% Geography CT,Raw_Emanuel,Raw_Wilson,Raw_Fioretti,Raw_Garcia,Raw_Walls,Raw_Vote_Total,Pror_Emanuel,Pror_Wilson,Pror_Fioretti,Pror_Garcia,Pror_Walls,Pror_Vote_Total,Raw_White,Raw_AA,Raw_Hispanic,Raw_Asian,Raw_Native_Am,Raw_Hawaiian,Raw_Other,Raw_Two_Or_More,Raw_Pop_Total,Pror_White,Pror_AA,Pror_Hispanic,Pror_Aisan,Pror_Native_Am,Pror_Hawaiian,Pror_Other,Pror_Two_Or_More,Pror_Pop_Total,Majority Race,Raw_Median_HH_Income,Wtd_Median_HH_Income,Pror_Median_HH_Income,Range_Income,Raw_Pct_Bachelors,Wtd_Pct_Bachelors,Pror_Pct_Bachelors,Range_Bachelors
1539,1539,21,8,21008,17,31,730201,17031730201,7302.01,Census Tract 7302.01,0.000016,88.89%,14.68%,107,70,7,50,14,248,95,62,6,44,12,220,11,5821,39,2,4,0,3,61,5941,2,854,6,0,1,0,0,9,872,AA,43881,38264232,43723,"$40,000 - $60,000",14,12208,13,0% - 20%
1540,1540,21,9,21009,17,31,711200,17031711200,7112,Census Tract 7112,0.000022,100.00%,18.49%,128,71,19,70,25,313,128,71,19,70,25,313,9,5048,29,7,12,0,1,39,5145,2,933,5,1,2,0,0,7,951,AA,57268,54461868,57268,"$40,000 - $60,000",30,28530,30,20% - 40%
1541,1541,21,10,21010,17,31,730201,17031730201,7302.01,Census Tract 7302.01,0.000001,6.25%,0.92%,106,69,8,44,17,244,7,4,0,3,1,15,11,5821,39,2,4,0,3,61,5941,0,53,0,0,0,0,0,1,55,AA,43881,2413455,64228,"$60,000 - $80,000",14,770,16,0% - 20%
1542,1542,21,10,21010,17,31,730202,17031730202,7302.02,Census Tract 7302.02,0.000015,93.75%,15.79%,106,69,8,44,17,244,99,65,8,41,16,229,12,3047,21,3,1,0,2,29,3115,2,481,3,0,0,0,0,5,492,AA,66503,32719476,64228,"$60,000 - $80,000",16,7872,16,0% - 20%
1543,1543,21,11,21011,17,31,710900,17031710900,7109,Census Tract 7109,0.000004,16.00%,3.77%,123,62,4,43,16,248,20,10,1,7,3,40,6,2136,40,0,1,0,0,15,2198,0,81,2,0,0,0,0,1,83,AA,57613,4781879,55711,"$40,000 - $60,000",22,1826,17,0% - 20%
1544,1544,21,11,21011,17,31,711500,17031711500,7115,Census Tract 7115,0.000021,84.00%,30.00%,123,62,4,43,16,248,103,52,3,36,13,208,12,2494,15,0,2,0,0,16,2539,4,748,4,0,1,0,0,5,762,AA,55504,42294048,55711,"$40,000 - $60,000",16,12192,17,0% - 20%
1545,1545,21,12,21012,17,31,711500,17031711500,7115,Census Tract 7115,0.000021,100.00%,30.00%,94,65,7,60,13,239,94,65,7,60,13,239,12,2494,15,0,2,0,0,16,2539,4,748,4,0,1,0,0,5,762,AA,55504,42294048,55504,"$40,000 - $60,000",16,12192,16,0% - 20%
1546,1546,21,13,21013,17,31,711100,17031711100,7111,Census Tract 7111,0.000006,28.57%,8.45%,83,48,10,44,15,200,24,14,3,13,4,57,5,2757,34,0,5,2,2,30,2835,0,233,3,0,0,0,0,3,240,AA,36614,8787360,51692,"$40,000 - $60,000",10,2400,25,20% - 40%
1547,1547,21,13,21013,17,31,711200,17031711200,7112,Census Tract 7112,0.000015,71.43%,12.61%,83,48,10,44,15,200,59,34,7,31,11,143,9,5048,29,7,12,0,1,39,5145,1,636,4,1,2,0,0,5,649,AA,57268,37166932,51692,"$40,000 - $60,000",30,19470,25,20% - 40%
1548,1548,21,14,21014,17,31,730300,17031730300,7303,Census Tract 7303,0.000021,100.00%,63.64%,133,84,15,65,18,315,133,84,15,65,18,315,4,1152,3,1,0,0,0,6,1166,3,733,2,1,0,0,0,4,742,AA,41787,31005954,41787,"$40,000 - $60,000",2,1484,2,0% - 20%
1549,1549,21,15,21015,17,31,711200,17031711200,7112,Census Tract 7112,0.000003,23.08%,2.52%,88,41,11,48,16,204,20,9,3,11,4,47,9,5048,29,7,12,0,1,39,5145,0,127,1,0,0,0,0,1,130,AA,57268,7444840,47353,"$40,000 - $60,000",30,3900,16,0% - 20%
1550,1550,21,15,21015,17,31,710500,17031710500,7105,Census Tract 7105,0.00001,76.92%,12.20%,88,41,11,48,16,204,68,32,8,37,12,157,7,4029,30,4,10,0,0,43,4123,1,491,4,0,1,0,0,5,503,AA,44790,22529370,47353,"$40,000 - $60,000",12,6036,16,0% - 20%
1551,1551,21,16,21016,17,31,730201,17031730201,7302.01,Census Tract 7302.01,0.000002,7.41%,1.83%,100,58,10,52,13,233,7,4,1,4,1,17,11,5821,39,2,4,0,3,61,5941,0,107,1,0,0,0,0,1,109,AA,43881,4783029,42720,"$40,000 - $60,000",14,1526,10,0% - 20%
1552,1552,21,16,21016,17,31,711400,17031711400,7114,Census Tract 7114,0.000004,14.81%,4.94%,100,58,10,52,13,233,15,9,1,8,2,35,7,2606,31,0,2,0,0,8,2654,0,129,2,0,0,0,0,0,131,AA,46174,6048794,42720,"$40,000 - $60,000",13,1703,10,0% - 20%
1553,1553,21,16,21016,17,31,730300,17031730300,7303,Census Tract 7303,0.000005,18.52%,15.15%,100,58,10,52,13,233,19,11,2,10,2,43,4,1152,3,1,0,0,0,6,1166,1,175,0,0,0,0,0,1,177,AA,41787,7396299,42720,"$40,000 - $60,000",2,354,10,0% - 20%
1554,1554,21,16,21016,17,31,711300,17031711300,7113,Census Tract 7113,0.000016,59.26%,42.11%,100,58,10,52,13,233,59,34,6,31,8,138,4,1573,19,2,1,0,1,26,1626,2,662,8,1,0,0,0,11,685,AA,42116,28849460,42720,"$40,000 - $60,000",11,7535,10,0% - 20%
1555,1555,21,17,21017,17,31,711000,17031711000,7110,Census Tract 7110,0.000018,100.00%,25.71%,83,46,19,54,14,216,83,46,19,54,14,216,15,3395,26,1,3,0,4,31,3475,4,873,7,0,1,0,1,8,894,AA,45690,40846860,45690,"$40,000 - $60,000",7,6258,7,0% - 20%
1556,1556,21,18,21018,17,31,730300,17031730300,7303,Census Tract 7303,0.000005,20.00%,15.15%,120,61,14,51,24,270,24,12,3,10,5,54,4,1152,3,1,0,0,0,6,1166,1,175,0,0,0,0,0,1,177,AA,41787,7396299,43588,"$40,000 - $60,000",2,354,12,0% - 20%
1557,1557,21,18,21018,17,31,730201,17031730201,7302.01,Census Tract 7302.01,0.00002,80.00%,18.35%,120,61,14,51,24,270,96,49,11,41,19,216,11,5821,39,2,4,0,3,61,5941,2,1068,7,0,1,0,1,11,1090,AA,43881,47830290,43588,"$40,000 - $60,000",14,15260,12,0% - 20%
1558,1558,21,19,21019,17,31,730202,17031730202,7302.02,Census Tract 7302.02,0.000022,100.00%,23.16%,112,67,9,59,19,266,112,67,9,59,19,266,12,3047,21,3,1,0,2,29,3115,3,706,5,1,0,0,0,7,721,AA,66503,47948663,66503,"$60,000 - $80,000",16,11536,16,0% - 20%
1559,1559,21,20,21020,17,31,711000,17031711000,7110,Census Tract 7110,0.000004,23.53%,5.71%,106,44,11,58,19,238,25,10,3,14,4,56,15,3395,26,1,3,0,4,31,3475,1,194,1,0,0,0,0,2,199,AA,45690,9092310,39129,"$20,000 - $40,000",7,1393,9,0% - 20%
1560,1560,21,20,21020,17,31,711100,17031711100,7111,Census Tract 7111,0.000013,76.47%,18.31%,106,44,11,58,19,238,81,34,8,44,15,182,5,2757,34,0,5,2,2,30,2835,1,505,6,0,1,0,0,5,519,AA,36614,19002666,39129,"$20,000 - $40,000",10,5190,9,0% - 20%
1561,1561,21,21,21021,17,31,730400,17031730400,7304,Census Tract 7304,0.000025,100.00%,18.12%,80,66,5,49,10,210,80,66,5,49,10,210,26,3392,44,0,1,0,10,41,3514,5,614,8,0,0,0,2,7,637,AA,58009,36951733,58009,"$40,000 - $60,000",22,14014,22,20% - 40%
1562,1562,21,22,21022,17,31,730201,17031730201,7302.01,Census Tract 7302.01,0.000018,100.00%,16.51%,106,64,8,54,21,253,106,64,8,54,21,253,11,5821,39,2,4,0,3,61,5941,2,961,6,0,1,0,0,10,981,AA,43881,43047261,43881,"$40,000 - $60,000",14,13734,14,0% - 20%
1563,1563,21,23,21023,17,31,730500,17031730500,7305,Census Tract 7305,0.000012,38.71%,8.57%,82,76,10,65,13,246,32,29,4,25,5,95,15,4266,57,4,17,0,2,27,4388,1,366,5,0,1,0,0,2,376,AA,54243,20395368,52283,"$40,000 - $60,000",18,6768,23,20% - 40%
1564,1564,21,23,21023,17,31,490600,17031490600,4906,Census Tract 4906,0.000019,61.29%,25.68%,82,76,10,65,13,246,50,47,6,40,8,151,2,1504,22,2,2,0,0,30,1562,1,386,6,1,1,0,0,8,401,AA,50446,20228846,52283,"$40,000 - $60,000",27,10827,23,20% - 40%
1565,1565,21,24,21024,17,31,711500,17031711500,7115,Census Tract 7115,0.000002,10.00%,2.86%,117,65,7,52,10,251,12,6,1,5,1,25,12,2494,15,0,2,0,0,16,2539,0,71,0,0,0,0,0,0,73,AA,55504,4051792,46541,"$40,000 - $60,000",16,1168,19,0% - 20%
1566,1566,21,24,21024,17,31,730100,17031730100,7301,Census Tract 7301,0.000018,90.00%,25.00%,117,65,7,52,10,251,105,58,6,47,9,226,7,2357,21,0,4,0,0,35,2424,2,589,5,0,1,0,0,9,606,AA,45461,27549366,46541,"$40,000 - $60,000",19,11514,19,0% - 20%
1567,1567,21,25,21025,17,31,490600,17031490600,4906,Census Tract 4906,0.000035,100.00%,47.30%,89,61,10,67,22,249,89,61,10,67,22,249,2,1504,22,2,2,0,0,30,1562,1,711,10,1,1,0,0,14,739,AA,50446,37279594,50446,"$40,000 - $60,000",27,19953,27,20% - 40%
1568,1568,21,26,21026,17,31,710700,17031710700,7107,Census Tract 7107,0.000003,17.65%,5.77%,98,53,13,48,10,222,17,9,2,8,2,39,6,3530,24,1,13,0,0,9,3583,0,204,1,0,1,0,0,1,207,AA,44955,9305685,43308,"$40,000 - $60,000",10,2070,14,0% - 20%
1569,1569,21,26,21026,17,31,711200,17031711200,7112,Census Tract 7112,0.000003,17.65%,2.52%,98,53,13,48,10,222,17,9,2,8,2,39,9,5048,29,7,12,0,1,39,5145,0,127,1,0,0,0,0,1,130,AA,57268,7444840,43308,"$40,000 - $60,000",30,3900,14,0% - 20%
1570,1570,21,26,21026,17,31,710600,17031710600,7106,Census Tract 7106,0.000004,23.53%,15.38%,98,53,13,48,10,222,23,12,3,11,2,52,1,1818,4,0,0,0,0,15,1838,0,280,1,0,0,0,0,2,283,AA,33848,9578984,43308,"$40,000 - $60,000",11,3113,14,0% - 20%
1571,1571,21,26,21026,17,31,710500,17031710500,7105,Census Tract 7105,0.000007,41.18%,8.54%,98,53,13,48,10,222,40,22,5,20,4,91,7,4029,30,4,10,0,0,43,4123,1,344,3,0,1,0,0,4,352,AA,44790,15766080,43308,"$40,000 - $60,000",12,4224,14,0% - 20%
1572,1572,21,27,21027,17,31,730100,17031730100,7301,Census Tract 7301,0.000001,4.35%,1.39%,107,55,13,73,15,263,5,2,1,3,1,11,7,2357,21,0,4,0,0,35,2424,0,33,0,0,0,0,0,0,34,AA,45461,1545674,53831,"$40,000 - $60,000",19,646,18,0% - 20%
1573,1573,21,27,21027,17,31,730500,17031730500,7305,Census Tract 7305,0.000022,95.65%,15.71%,107,55,13,73,15,263,102,53,12,70,14,252,15,4266,57,4,17,0,2,27,4388,2,670,9,1,3,0,0,4,690,AA,54243,37427670,53831,"$40,000 - $60,000",18,12420,18,0% - 20%
1574,1574,21,28,21028,17,31,710700,17031710700,7107,Census Tract 7107,0.000017,100.00%,32.69%,123,91,7,61,23,305,123,91,7,61,23,305,6,3530,24,1,13,0,0,9,3583,2,1154,8,0,4,0,0,3,1171,AA,44955,52642305,44955,"$40,000 - $60,000",10,11710,10,0% - 20%
1575,1575,21,29,21029,17,31,711100,17031711100,7111,Census Tract 7111,0.000009,42.86%,12.68%,97,61,12,72,22,264,42,26,5,31,9,113,5,2757,34,0,5,2,2,30,2835,1,349,4,0,1,0,0,4,359,AA,36614,13144426,48823,"$40,000 - $60,000",10,3590,22,20% - 40%
1576,1576,21,29,21029,17,31,711200,17031711200,7112,Census Tract 7112,0.000012,57.14%,10.08%,97,61,12,72,22,264,55,35,7,41,13,151,9,5048,29,7,12,0,1,39,5145,1,509,3,1,1,0,0,4,519,AA,57268,29722092,48823,"$40,000 - $60,000",30,15570,22,20% - 40%
1577,1577,21,30,21030,17,31,710500,17031710500,7105,Census Tract 7105,0.000003,21.43%,3.66%,88,42,7,35,12,184,19,9,2,8,3,39,7,4029,30,4,10,0,0,43,4123,0,147,1,0,0,0,0,2,151,AA,44790,6763290,38965,"$20,000 - $40,000",12,1812,11,0% - 20%
1578,1578,21,30,21030,17,31,710700,17031710700,7107,Census Tract 7107,0.000004,28.57%,7.69%,88,42,7,35,12,184,25,12,2,10,3,53,6,3530,24,1,13,0,0,9,3583,0,272,2,0,1,0,0,1,276,AA,44955,12407580,38965,"$20,000 - $40,000",10,2760,11,0% - 20%
1579,1579,21,30,21030,17,31,710600,17031710600,7106,Census Tract 7106,0.000007,50.00%,26.92%,88,42,7,35,12,184,44,21,4,18,6,92,1,1818,4,0,0,0,0,15,1838,0,489,1,0,0,0,0,4,495,AA,33848,16754760,38965,"$20,000 - $40,000",11,5445,11,0% - 20%
1580,1580,21,31,21031,17,31,834000,17031834000,8340,Census Tract 8340,0.000002,2.00%,1.87%,89,45,9,36,15,194,2,1,0,1,0,4,5,3551,54,1,0,0,0,21,3632,0,66,1,0,0,0,0,0,68,AA,40354,2744072,51294,"$40,000 - $60,000",13,884,19,0% - 20%
1581,1581,21,31,21031,17,31,710900,17031710900,7109,Census Tract 7109,0.000016,16.00%,15.09%,89,45,9,36,15,194,14,7,1,6,2,31,6,2136,40,0,1,0,0,15,2198,1,322,6,0,0,0,0,2,332,AA,57613,19127516,51294,"$40,000 - $60,000",22,7304,19,0% - 20%
1582,1582,21,31,21031,17,31,842400,17031842400,8424,Census Tract 8424,0.000082,82.00%,38.50%,89,45,9,36,15,194,73,37,7,30,12,159,22,3191,40,8,6,0,0,37,3304,8,1228,15,3,2,0,0,14,1272,AA,50230,63892560,51294,"$40,000 - $60,000",18,22896,19,0% - 20%
1583,1583,21,32,21032,17,31,730201,17031730201,7302.01,Census Tract 7302.01,0.000007,35.00%,6.42%,84,63,13,51,22,233,29,22,5,18,8,82,11,5821,39,2,4,0,3,61,5941,1,374,3,0,0,0,0,4,382,AA,43881,16762542,45090,"$40,000 - $60,000",14,5348,13,0% - 20%
1584,1584,21,32,21032,17,31,711400,17031711400,7114,Census Tract 7114,0.000013,65.00%,16.05%,84,63,13,51,22,233,55,41,8,33,14,151,7,2606,31,0,2,0,0,8,2654,1,418,5,0,0,0,0,1,426,AA,46174,19670124,45090,"$40,000 - $60,000",13,5538,13,0% - 20%
1585,1585,21,33,21033,17,31,711100,17031711100,7111,Census Tract 7111,0.000007,35.00%,9.86%,108,65,9,41,12,235,38,23,3,14,4,82,5,2757,34,0,5,2,2,30,2835,0,272,3,0,0,0,0,3,280,AA,36614,10251920,42943,"$40,000 - $60,000",10,2800,8,0% - 20%
1586,1586,21,33,21033,17,31,711000,17031711000,7110,Census Tract 7110,0.000013,65.00%,18.57%,108,65,9,41,12,235,70,42,6,27,8,153,15,3395,26,1,3,0,4,31,3475,3,630,5,0,1,0,1,6,645,AA,45690,29470050,42943,"$40,000 - $60,000",7,4515,8,0% - 20%
1587,1587,21,34,21034,17,31,710800,17031710800,7108,Census Tract 7108,0.000001,4.17%,1.15%,96,54,9,48,27,234,4,2,0,2,1,10,11,5232,55,0,9,0,2,29,5338,0,60,1,0,0,0,0,0,61,AA,47839,2918179,45799,"$40,000 - $60,000",15,915,7,0% - 20%
1588,1588,21,34,21034,17,31,711000,17031711000,7110,Census Tract 7110,0.000023,95.83%,32.86%,96,54,9,48,27,234,92,52,9,46,26,224,15,3395,26,1,3,0,4,31,3475,5,1115,9,0,1,0,1,10,1142,AA,45690,52177980,45799,"$40,000 - $60,000",7,7994,7,0% - 20%
1589,1589,21,35,21035,17,31,730100,17031730100,7301,Census Tract 7301,0.000029,100.00%,40.28%,128,57,8,61,17,271,128,57,8,61,17,271,7,2357,21,0,4,0,0,35,2424,3,949,8,0,2,0,0,14,976,AA,45461,44369936,45461,"$40,000 - $60,000",19,18544,19,0% - 20%
1590,1590,21,36,21036,17,31,730201,17031730201,7302.01,Census Tract 7302.01,0.000018,100.00%,16.51%,122,59,10,60,18,269,122,59,10,60,18,269,11,5821,39,2,4,0,3,61,5941,2,961,6,0,1,0,0,10,981,AA,43881,43047261,43881,"$40,000 - $60,000",14,13734,14,0% - 20%
1591,1591,21,37,21037,17,31,730202,17031730202,7302.02,Census Tract 7302.02,0.000003,10.34%,3.16%,99,56,9,39,18,221,10,6,1,4,2,23,12,3047,21,3,1,0,2,29,3115,0,96,1,0,0,0,0,1,98,AA,66503,6517294,59104,"$40,000 - $60,000",16,1568,21,20% - 40%
1592,1592,21,37,21037,17,31,730400,17031730400,7304,Census Tract 7304,0.000026,89.66%,18.84%,99,56,9,39,18,221,89,50,8,35,16,198,26,3392,44,0,1,0,10,41,3514,5,639,8,0,0,0,2,8,662,AA,58009,38401958,59104,"$40,000 - $60,000",22,14564,21,20% - 40%
1593,1593,21,38,21038,17,31,834000,17031834000,8340,Census Tract 8340,0.000025,100.00%,23.36%,84,44,9,48,11,196,84,44,9,48,11,196,5,3551,54,1,0,0,0,21,3632,1,830,13,0,0,0,0,5,849,AA,40354,34260546,40354,"$40,000 - $60,000",13,11037,13,0% - 20%
1594,1594,21,39,21039,17,31,834000,17031834000,8340,Census Tract 8340,0.000022,100.00%,20.56%,89,38,3,37,18,185,89,38,3,37,18,185,5,3551,54,1,0,0,0,21,3632,1,730,11,0,0,0,0,4,747,AA,40354,30144438,40354,"$40,000 - $60,000",13,9711,13,0% - 20%
1595,1595,21,40,21040,17,31,711500,17031711500,7115,Census Tract 7115,0.000008,34.78%,11.43%,94,39,10,46,16,205,33,14,3,16,6,71,12,2494,15,0,2,0,0,16,2539,1,285,2,0,0,0,0,2,290,AA,55504,16096160,49124,"$40,000 - $60,000",16,4640,18,0% - 20%
1596,1596,21,40,21040,17,31,730100,17031730100,7301,Census Tract 7301,0.000015,65.22%,20.83%,94,39,10,46,16,205,61,25,7,30,10,134,7,2357,21,0,4,0,0,35,2424,1,491,4,0,1,0,0,7,505,AA,45461,22957805,49124,"$40,000 - $60,000",19,9595,18,0% - 20%
1597,1597,21,41,21041,17,31,730202,17031730202,7302.02,Census Tract 7302.02,0.000008,33.33%,8.42%,114,61,9,63,25,272,38,20,3,21,8,91,12,3047,21,3,1,0,2,29,3115,1,257,2,0,0,0,0,2,262,AA,66503,17423786,61335,"$60,000 - $80,000",16,4192,20,0% - 20%
1598,1598,21,41,21041,17,31,730400,17031730400,7304,Census Tract 7304,0.000016,66.67%,11.59%,114,61,9,63,25,272,76,41,6,42,17,181,26,3392,44,0,1,0,10,41,3514,3,393,5,0,0,0,1,5,407,AA,58009,23609663,61335,"$60,000 - $80,000",22,8954,20,0% - 20%
1599,1599,21,42,21042,17,31,730201,17031730201,7302.01,Census Tract 7302.01,0.00002,100.00%,18.35%,118,60,13,74,23,288,118,60,13,74,23,288,11,5821,39,2,4,0,3,61,5941,2,1068,7,0,1,0,1,11,1090,AA,43881,47830290,43881,"$40,000 - $60,000",14,15260,14,0% - 20%
1600,1600,21,43,21043,17,31,711000,17031711000,7110,Census Tract 7110,0.000006,28.57%,8.57%,107,59,11,54,17,248,31,17,3,15,5,71,15,3395,26,1,3,0,4,31,3475,1,291,2,0,0,0,0,3,298,AA,45690,13615620,47313,"$40,000 - $60,000",7,2086,13,0% - 20%
1601,1601,21,43,21043,17,31,710800,17031710800,7108,Census Tract 7108,0.000015,71.43%,17.24%,107,59,11,54,17,248,76,42,8,39,12,177,11,5232,55,0,9,0,2,29,5338,2,902,9,0,2,0,0,5,920,AA,47839,44011880,47313,"$40,000 - $60,000",15,13800,13,0% - 20%
1602,1602,21,44,21044,17,31,710900,17031710900,7109,Census Tract 7109,0.000011,12.36%,10.38%,105,49,12,63,17,246,13,6,1,8,2,30,6,2136,40,0,1,0,0,15,2198,1,222,4,0,0,0,0,2,228,AA,57613,13135764,48662,"$40,000 - $60,000",22,5016,16,0% - 20%
1603,1603,21,44,21044,17,31,711500,17031711500,7115,Census Tract 7115,0.000018,20.22%,25.71%,105,49,12,63,17,246,21,10,2,13,3,50,12,2494,15,0,2,0,0,16,2539,3,641,4,0,1,0,0,4,653,AA,55504,36244112,48662,"$40,000 - $60,000",16,10448,16,0% - 20%
1604,1604,21,44,21044,17,31,834000,17031834000,8340,Census Tract 8340,0.000026,29.21%,24.30%,105,49,12,63,17,246,31,14,4,18,5,72,5,3551,54,1,0,0,0,21,3632,1,863,13,0,0,0,0,5,883,AA,40354,35632582,48662,"$40,000 - $60,000",13,11479,16,0% - 20%
1605,1605,21,44,21044,17,31,842400,17031842400,8424,Census Tract 8424,0.000034,38.20%,15.96%,105,49,12,63,17,246,40,19,5,24,6,94,22,3191,40,8,6,0,0,37,3304,4,509,6,1,1,0,0,6,527,AA,50230,26471210,48662,"$40,000 - $60,000",18,9486,16,0% - 20%
1606,1606,21,45,21045,17,31,842400,17031842400,8424,Census Tract 8424,0.000002,4.17%,0.94%,101,67,7,59,16,250,4,3,0,2,1,10,22,3191,40,8,6,0,0,37,3304,0,30,0,0,0,0,0,0,31,AA,50230,1557130,42685,"$40,000 - $60,000",18,558,16,0% - 20%
1607,1607,21,45,21045,17,31,490600,17031490600,4906,Census Tract 4906,0.000014,29.17%,18.92%,101,67,7,59,16,250,29,20,2,17,5,73,2,1504,22,2,2,0,0,30,1562,0,285,4,0,0,0,0,6,296,AA,50446,14932016,42685,"$40,000 - $60,000",27,7992,16,0% - 20%
1608,1608,21,45,21045,17,31,834000,17031834000,8340,Census Tract 8340,0.000032,66.67%,29.91%,101,67,7,59,16,250,67,45,5,39,11,167,5,3551,54,1,0,0,0,21,3632,1,1062,16,0,0,0,0,6,1086,AA,40354,43824444,42685,"$40,000 - $60,000",13,14118,16,0% - 20%
1609,1609,21,46,21046,17,31,711000,17031711000,7110,Census Tract 7110,0.000003,4.76%,4.29%,114,54,11,73,19,271,5,3,1,3,1,13,15,3395,26,1,3,0,4,31,3475,1,145,1,0,0,0,0,1,149,AA,45690,6807810,57169,"$40,000 - $60,000",7,1043,14,0% - 20%
1610,1610,21,46,21046,17,31,711400,17031711400,7114,Census Tract 7114,0.000025,39.68%,30.86%,114,54,11,73,19,271,45,21,4,29,8,108,7,2606,31,0,2,0,0,8,2654,2,804,10,0,1,0,0,2,819,AA,46174,37816506,57169,"$40,000 - $60,000",13,10647,14,0% - 20%
1611,1611,21,46,21046,17,31,730202,17031730202,7302.02,Census Tract 7302.02,0.000035,55.56%,36.84%,114,54,11,73,19,271,63,30,6,41,11,151,12,3047,21,3,1,0,2,29,3115,4,1123,8,1,0,0,1,11,1148,AA,66503,76345444,57169,"$40,000 - $60,000",16,18368,14,0% - 20%
1612,1612,21,47,21047,17,31,710700,17031710700,7107,Census Tract 7107,0.000002,13.33%,3.85%,87,59,8,42,18,214,12,8,1,6,2,29,6,3530,24,1,13,0,0,9,3583,0,136,1,0,0,0,0,0,138,AA,44955,6203790,35298,"$20,000 - $40,000",10,1380,11,0% - 20%
1613,1613,21,47,21047,17,31,710600,17031710600,7106,Census Tract 7106,0.000013,86.67%,50.00%,87,59,8,42,18,214,75,51,7,36,16,185,1,1818,4,0,0,0,0,15,1838,0,909,2,0,0,0,0,7,919,AA,33848,31106312,35298,"$20,000 - $40,000",11,10109,11,0% - 20%
1614,1614,21,48,21048,17,31,711100,17031711100,7111,Census Tract 7111,0.00002,100.00%,28.17%,107,65,11,50,11,244,107,65,11,50,11,244,5,2757,34,0,5,2,2,30,2835,1,777,10,0,1,1,1,8,799,AA,36614,29254586,36614,"$20,000 - $40,000",10,7990,10,0% - 20%
1615,1615,21,49,21049,17,31,730400,17031730400,7304,Census Tract 7304,0.000005,21.74%,3.62%,109,66,16,70,13,274,24,14,3,15,3,60,26,3392,44,0,1,0,10,41,3514,1,123,2,0,0,0,0,1,127,AA,58009,7367143,55330,"$40,000 - $60,000",22,2794,16,0% - 20%
1616,1616,21,49,21049,17,31,730201,17031730201,7302.01,Census Tract 7302.01,0.000007,30.43%,6.42%,109,66,16,70,13,274,33,20,5,21,4,83,11,5821,39,2,4,0,3,61,5941,1,374,3,0,0,0,0,4,382,AA,43881,16762542,55330,"$40,000 - $60,000",14,5348,16,0% - 20%
1617,1617,21,49,21049,17,31,730202,17031730202,7302.02,Census Tract 7302.02,0.000011,47.83%,11.58%,109,66,16,70,13,274,52,32,8,33,6,131,12,3047,21,3,1,0,2,29,3115,1,353,2,0,0,0,0,3,361,AA,66503,24007583,55330,"$40,000 - $60,000",16,5776,16,0% - 20%
1618,1618,21,50,21050,17,31,711400,17031711400,7114,Census Tract 7114,0.00002,100.00%,24.69%,99,44,6,55,16,220,99,44,6,55,16,220,7,2606,31,0,2,0,0,8,2654,2,643,8,0,0,0,0,2,655,AA,46174,30243970,46174,"$40,000 - $60,000",13,8515,13,0% - 20%
1619,1619,21,51,21051,17,31,710800,17031710800,7108,Census Tract 7108,0.000014,100.00%,16.09%,125,78,6,50,19,278,125,78,6,50,19,278,11,5232,55,0,9,0,2,29,5338,2,842,9,0,1,0,0,5,859,AA,47839,41093701,47839,"$40,000 - $60,000",15,12885,15,0% - 20%
1620,1620,21,52,21052,17,31,710700,17031710700,7107,Census Tract 7107,0.000009,36.00%,17.31%,120,60,6,53,20,259,43,22,2,19,7,93,6,3530,24,1,13,0,0,9,3583,1,611,4,0,2,0,0,2,620,AA,44955,27872100,40722,"$40,000 - $60,000",10,6200,10,0% - 20%
1621,1621,21,52,21052,17,31,711100,17031711100,7111,Census Tract 7111,0.000016,64.00%,22.54%,120,60,6,53,20,259,77,38,4,34,13,166,5,2757,34,0,5,2,2,30,2835,1,621,8,0,1,0,0,7,639,AA,36614,23396346,40722,"$40,000 - $60,000",10,6390,10,0% - 20%
1622,1622,21,53,21053,17,31,710900,17031710900,7109,Census Tract 7109,0.000008,17.39%,7.55%,66,43,5,58,16,188,11,7,1,10,3,33,6,2136,40,0,1,0,0,15,2198,0,161,3,0,0,0,0,1,166,AA,57613,9563758,51853,"$40,000 - $60,000",22,3652,19,0% - 20%
1623,1623,21,53,21053,17,31,842400,17031842400,8424,Census Tract 8424,0.000038,82.61%,17.84%,66,43,5,58,16,188,55,36,4,48,13,155,22,3191,40,8,6,0,0,37,3304,4,569,7,1,1,0,0,7,589,AA,50230,29585470,51853,"$40,000 - $60,000",18,10602,19,0% - 20%
1624,1624,21,54,21054,17,31,710700,17031710700,7107,Census Tract 7107,0.000007,38.89%,13.46%,81,60,3,37,18,199,32,23,1,14,7,77,6,3530,24,1,13,0,0,9,3583,1,475,3,0,2,0,0,1,482,AA,44955,21668310,46638,"$40,000 - $60,000",10,4820,13,0% - 20%
1625,1625,21,54,21054,17,31,710800,17031710800,7108,Census Tract 7108,0.000011,61.11%,12.64%,81,60,3,37,18,199,49,37,2,23,11,122,11,5232,55,0,9,0,2,29,5338,1,662,7,0,1,0,0,4,675,AA,47839,32291325,46638,"$40,000 - $60,000",15,10125,13,0% - 20%
1626,1626,22,1,22001,17,31,560200,17031560200,5602,Census Tract 5602,0.000027,100.00%,38.03%,72,37,3,28,9,149,72,37,3,28,9,149,8,1491,214,0,0,0,0,8,1721,3,567,81,0,0,0,0,3,654,AA,46713,30550302,46713,"$40,000 - $60,000",7,4578,7,0% - 20%
